Latitude,Longitude,Altitude,MagX,MagY,MagZ,NetField,TimeStamp
67.6995665,25.164318,0.0,-43.326,-26.910,-17.016,53.767,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.502,-26.910,-17.016,53.104,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.227,-30.433,-19.339,54.771,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-39.578,-30.433,-19.339,53.541,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.227,-29.834,-17.840,53.926,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-38.754,-29.834,-17.915,52.085,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.052,-29.159,-18.515,54.419,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-39.578,-30.433,-17.915,53.043,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.602,-29.009,-18.665,54.043,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.352,-29.684,-19.339,55.216,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.602,-29.009,-17.241,53.568,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.176,-30.283,-17.915,55.698,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.427,-29.009,-19.339,54.914,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.176,-29.684,-19.339,55.851,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.602,-28.409,-19.339,53.961,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.251,-28.409,-20.014,55.483,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.277,-29.684,-19.489,55.211,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.352,-29.009,-18.740,54.648,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.301,-28.259,-19.714,56.123,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.301,-28.259,-20.389,56.364,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.476,-27.585,-18.290,54.641,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.301,-28.859,-17.615,55.729,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.301,-28.934,-19.714,56.466,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-45.125,-27.585,-18.290,55.962,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.301,-28.259,-16.191,54.985,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.451,-29.984,-18.815,56.823,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.526,-28.709,-16.641,55.531,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-45.275,-29.384,-15.891,56.265,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.977,-30.058,-16.716,54.268,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.451,-29.984,-16.641,56.141,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-45.275,-29.984,-15.966,56.602,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.451,-29.984,-14.542,55.555,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.701,-29.384,-18.815,55.921,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-47.224,-29.459,-17.990,58.494,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.127,-29.009,-14.467,53.155,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.127,-29.009,-14.467,53.155,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.127,-29.009,-14.467,53.155,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.302,-29.009,-15.891,52.914,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.876,-32.232,-16.716,56.185,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.951,-29.684,-17.315,55.007,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.127,-29.009,-15.891,53.561,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.127,-29.684,-15.891,53.929,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-44.825,-30.283,-19.789,57.602,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-41.527,-30.958,-18.440,54.981,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.427,-28.409,-20.464,55.008,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-40.703,-29.684,-18.365,53.620,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-43.101,-30.958,-19.114,56.405,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-40.778,-29.009,-18.365,53.307,03/12/2023 19:34:20
67.6995665,25.164318,0.0,-42.352,-29.009,-19.789,55.016,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.176,-29.684,-18.365,55.521,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.076,-28.110,-15.142,54.425,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.326,-26.161,-15.741,53.003,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.251,-28.110,-15.816,53.953,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-41.602,-28.110,-16.566,52.871,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.251,-27.435,-17.241,54.042,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.251,-26.835,-15.067,53.083,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.151,-26.161,-15.067,53.485,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.151,-26.161,-15.741,53.679,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.502,-26.161,-17.166,52.777,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.926,-29.234,-19.114,56.120,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.101,-27.885,-19.114,54.778,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-41.527,-27.885,-18.440,53.311,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.750,-28.559,-17.690,55.957,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.277,-28.559,-17.690,53.999,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.352,-27.285,-18.365,53.623,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-39.054,-28.559,-19.864,52.301,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.101,-27.885,-18.365,54.521,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.251,-29.684,-17.840,55.408,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.076,-30.358,-17.840,56.414,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.251,-29.759,-20.689,56.429,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-40.853,-29.084,-18.590,53.483,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.151,-29.084,-17.840,55.798,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.427,-30.358,-20.014,55.877,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.427,-31.033,-19.339,56.010,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.427,-30.358,-18.590,55.383,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.427,-30.358,-18.590,55.383,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.202,-30.583,-17.765,55.063,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-29.984,-19.189,55.844,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.851,-30.583,-18.515,56.578,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-29.309,-17.016,54.771,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.776,-31.258,-17.765,56.648,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.202,-29.309,-17.765,54.365,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-29.909,-17.765,55.330,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-30.583,-17.765,55.697,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.451,-29.159,-17.465,55.957,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.801,-29.759,-15.367,54.348,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.451,-29.759,-16.791,56.066,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.626,-29.834,-18.215,55.902,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-41.977,-29.834,-16.041,53.939,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.876,-29.159,-17.465,54.714,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.701,-28.484,-18.140,55.229,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-44.451,-29.159,-19.564,56.647,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.876,-29.159,-16.041,54.277,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-41.452,-30.058,-18.065,54.297,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-30.733,-19.489,56.353,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.202,-30.733,-18.815,55.493,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-31.333,-16.641,55.767,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-43.026,-31.333,-18.065,56.208,03/12/2023 19:34:21
67.6995665,25.164318,0.0,-42.951,-31.333,-16.641,55.709,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.026,-30.058,-17.315,55.268,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.553,-30.058,-18.815,53.870,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-31.558,-14.992,55.250,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.876,-30.283,-15.591,54.759,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.551,-32.832,-15.741,56.766,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.977,-32.232,-15.666,55.194,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-30.958,-17.091,55.520,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-30.958,-16.341,55.294,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.551,-32.907,-17.091,57.198,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-39.503,-31.633,-15.666,52.977,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.677,-29.909,-17.765,54.287,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.602,-31.183,-18.515,55.190,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.502,-30.508,-17.765,55.252,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.502,-30.583,-19.189,55.767,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-44.151,-30.508,-18.440,56.746,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.302,-30.433,-17.615,54.244,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.302,-30.433,-17.615,54.244,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.478,-29.159,-19.714,53.641,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.152,-29.159,-16.341,53.017,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-28.559,-17.016,54.195,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-29.159,-15.666,54.108,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-39.503,-29.234,-17.091,52.031,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-28.559,-17.016,54.195,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.727,-29.834,-17.091,54.842,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.328,-29.234,-17.765,52.883,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.328,-29.159,-15.666,52.173,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.152,-29.159,-16.341,53.017,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-45.125,-31.033,-19.414,58.105,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.577,-32.307,-18.065,56.417,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.476,-31.033,-17.990,56.364,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-45.125,-31.033,-18.740,57.884,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.928,-31.483,-20.314,55.488,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.928,-31.483,-19.639,55.244,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.002,-30.133,-18.890,54.277,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-39.353,-30.133,-18.890,53.043,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.677,-31.558,-18.740,55.534,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-44.076,-31.558,-18.740,57.356,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-44.151,-30.883,-17.990,56.804,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.502,-30.883,-17.315,55.317,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.251,-32.157,-17.990,56.819,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-44.151,-30.283,-17.990,56.480,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.326,-30.283,-17.990,55.838,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-43.251,-32.157,-17.315,56.609,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-44.151,-30.883,-17.241,56.571,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.703,-31.483,-16.641,54.081,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.628,-32.757,-15.966,54.576,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-40.703,-31.483,-16.641,54.081,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-29.009,-17.390,54.552,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-41.977,-30.958,-18.890,55.473,03/12/2023 19:34:22
67.6995665,25.164318,0.0,-42.801,-29.684,-16.716,54.704,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.977,-30.283,-16.041,54.189,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.626,-29.609,-15.966,55.089,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-30.508,-17.091,56.557,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.825,-31.408,-18.215,57.685,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.602,-30.808,-16.791,54.422,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.251,-30.133,-16.791,55.323,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.251,-30.133,-16.791,55.323,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-39.953,-30.808,-16.791,53.172,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.502,-29.534,-18.140,54.842,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.677,-29.534,-17.465,53.984,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.251,-30.133,-16.791,55.323,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.652,-29.834,-16.791,54.691,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.226,-31.108,-16.866,56.640,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.701,-31.783,-15.966,56.346,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.701,-31.783,-13.867,55.787,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.701,-31.783,-17.390,56.766,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.152,-33.057,-17.465,55.600,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.801,-32.382,-16.041,56.017,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.876,-31.783,-15.292,55.519,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.302,-31.408,-17.540,54.772,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.750,-30.583,-18.215,57.181,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-45.500,-31.857,-16.791,58.027,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.851,-31.932,-18.215,57.222,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.202,-31.932,-16.116,55.321,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.675,-31.857,-16.116,57.189,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.277,-30.658,-17.465,55.066,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.026,-33.207,-18.290,57.345,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.675,-31.932,-18.215,57.856,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.052,-34.406,-16.266,56.716,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-40.328,-31.783,-17.540,54.260,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.701,-29.234,-18.890,55.868,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.152,-31.183,-18.215,54.751,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.902,-31.783,-16.116,55.006,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-41.152,-31.183,-16.791,54.294,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.801,-30.508,-15.367,54.762,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-39.503,-30.508,-16.116,52.450,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.376,-30.808,-15.891,56.310,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-29.684,-15.666,55.699,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-45.275,-29.009,-14.917,55.802,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-45.275,-30.283,-16.416,56.889,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-45.350,-27.735,-16.341,55.614,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.701,-28.334,-15.666,54.388,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-29.609,-14.992,55.473,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.626,-30.283,-14.992,55.182,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-29.009,-14.917,55.135,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-27.960,-17.091,55.224,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-44.451,-27.960,-17.091,55.224,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-43.626,-28.559,-17.091,54.872,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-42.801,-27.960,-16.341,53.672,03/12/2023 19:34:23
67.6995665,25.164318,0.0,-45.200,-29.234,-17.840,56.709,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.801,-27.285,-16.341,53.324,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.275,-27.960,-17.091,55.890,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.626,-27.960,-19.189,55.256,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.125,-30.958,-18.065,57.628,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.652,-30.808,-15.591,54.876,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-30.133,-15.591,55.148,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-30.808,-17.016,55.936,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.301,-30.133,-16.266,55.992,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.652,-30.808,-15.591,54.876,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.652,-29.459,-15.591,54.130,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.050,-30.733,-16.341,56.930,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-46.774,-29.459,-16.941,57.816,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.401,-31.558,-16.191,56.051,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.652,-29.684,-17.540,54.845,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-29.684,-16.116,55.055,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.875,-30.958,-16.116,57.642,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-29.684,-16.116,55.055,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.652,-29.684,-15.442,54.210,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.226,-30.283,-16.866,56.191,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.226,-31.558,-16.866,56.888,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.725,-30.133,-14.242,56.583,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.125,-29.534,-17.915,56.829,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.050,-30.808,-17.915,57.442,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.050,-30.808,-17.915,57.442,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-41.752,-30.808,-16.566,54.468,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.401,-30.808,-17.915,56.158,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.226,-30.133,-15.067,55.596,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-39.428,-31.033,-17.241,53.055,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-40.253,-31.033,-16.566,53.458,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.401,-29.009,-15.591,54.482,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.727,-27.360,-16.116,53.234,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-28.634,-15.442,54.300,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-29.309,-16.866,55.078,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-28.634,-16.191,54.518,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-41.077,-28.035,-16.191,52.301,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-41.077,-28.035,-16.191,52.301,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-42.727,-28.035,-15.442,53.385,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.551,-28.035,-15.966,54.199,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-41.827,-29.309,-15.292,53.314,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-43.476,-29.909,-13.867,54.562,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.301,-29.909,-15.292,55.596,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.226,-31.258,-16.041,56.483,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-41.752,-31.258,-16.791,54.792,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-47.299,-29.909,-12.743,57.394,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.900,-28.634,-14.167,55.106,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.900,-28.634,-12.743,54.757,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-46.474,-28.035,-17.690,57.086,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.151,-29.309,-15.367,55.176,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-44.151,-29.909,-15.367,55.497,03/12/2023 19:34:24
67.6995665,25.164318,0.0,-45.800,-29.309,-15.292,56.484,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.151,-29.909,-16.041,55.688,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.975,-29.909,-15.367,56.155,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.875,-27.960,-17.390,56.468,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.401,-28.634,-15.292,54.198,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.776,-31.857,-16.416,56.575,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.127,-32.532,-16.491,55.722,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.951,-32.532,-14.317,55.751,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.701,-33.207,-17.166,57.508,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.202,-29.909,-14.242,53.650,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.602,-29.684,-17.390,53.984,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.677,-27.135,-15.816,52.187,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-40.778,-29.084,-17.315,52.995,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-40.778,-29.684,-17.390,53.351,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.577,-30.658,-13.568,54.192,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.677,-32.607,-13.643,54.647,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.151,-32.607,-15.741,57.099,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.677,-32.682,-15.816,55.274,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.226,-31.333,-14.992,56.235,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-40.103,-32.007,-14.392,53.290,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.326,-32.607,-14.317,56.084,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.002,-30.058,-12.893,52.449,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-46.624,-32.007,-15.816,58.724,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.875,-30.733,-15.067,57.237,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.975,-31.408,-16.491,57.282,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.975,-31.408,-16.491,57.282,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.551,-29.009,-16.116,54.754,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-27.660,-16.116,54.717,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-27.660,-15.367,54.501,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.950,-29.009,-17.540,57.101,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.727,-29.009,-14.017,53.512,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.301,-30.208,-16.116,55.990,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-41.002,-31.558,-17.615,54.657,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.200,-28.934,-16.791,56.233,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-29.609,-16.116,55.728,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.301,-30.883,-16.866,56.575,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.727,-28.334,-17.540,54.185,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.476,-30.883,-16.866,55.932,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.551,-29.609,-16.866,55.298,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-46.774,-31.633,-19.564,59.760,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.125,-32.232,-16.791,57.941,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-45.125,-31.633,-16.791,57.609,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-29.384,-13.717,54.962,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.551,-30.658,-13.043,54.834,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-42.727,-30.058,-15.142,54.391,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.551,-29.984,-12.293,54.285,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-29.984,-13.043,55.121,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-43.551,-29.384,-13.043,54.132,03/12/2023 19:34:25
67.6995665,25.164318,0.0,-44.376,-30.658,-15.217,56.042,03/12/2023 19:34:25
